category,customer_state,orders,reviews,rating,low_rate,low_count,late_rate,late_count,deliveries,one_star,delivery_time,value,freight,merchandise,sellers,freight_burden,review_coverage,distance,local_sellers,orders_per_local_seller,demand_pressure,no_local_supply
Consoles Games,SP,442,437,4.237986270022883,9.382151029748284,41.0,2.7149321266968327,12.0,442,28.0,9.986770283433886,65789.05,6307.4,59481.65,62,10.603942560436705,98.86877828054298,385.5027978113304,55,8.036363636363637,7.892857142857143,Observed local supply
Small Appliances,SP,270,268,4.294776119402985,10.44776119402985,28.0,2.2222222222222223,6.0,270,19.0,7.6136743398491085,73609.8,5204.44,68405.36,63,7.6082342085474,99.25925925925925,268.17732922653977,56,4.821428571428571,4.7368421052631575,Observed local supply
Sports Leisure,PR,420,418,4.3253588516746415,9.330143540669857,39.0,4.761904761904762,20.0,420,29.0,10.71730511463845,66641.83,8988.53,57653.3,138,15.590660031602702,99.52380952380952,397.5429091892015,57,7.368421052631579,7.241379310344827,Observed local supply
Watches Gifts,SP,2090,2081,4.2037481979817395,11.917347429120614,248.0,4.741379310344827,99.0,2088,188.0,8.405676756288136,448582.76,27036.16,421546.6,71,6.413563767327266,99.56937799043062,204.05380263463854,61,34.26229508196721,33.70967741935484,Observed local supply
Construction Tools Construction,SP,332,330,4.287878787878788,10.303030303030303,34.0,6.626506024096386,22.0,332,27.0,7.180642151941098,66397.74,6838.21,59559.53,87,11.481302824249957,99.39759036144578,187.28827208995497,79,4.2025316455696204,4.15,Observed local supply
Pet Shop,SP,763,757,4.35667107001321,8.58652575957728,65.0,3.2765399737876804,25.0,763,48.0,8.440046751371293,103133.19,14647.3,88485.89,104,16.553260638504057,99.21363040629096,271.35542484300794,81,9.419753086419753,9.304878048780488,Observed local supply
Electronics,SP,928,923,4.28169014084507,8.992416034669557,83.0,3.556034482758621,33.0,928,63.0,8.23250971573675,63050.55,11482.97,51567.58,97,22.267808572750553,99.46120689655173,222.87753670187476,99,9.373737373737374,9.28,Observed local supply
Telephony,SP,1491,1485,4.11986531986532,13.198653198653199,196.0,4.292421193829645,64.0,1491,144.0,8.017332373872867,115908.11,16881.14,99026.97,108,17.047012546178074,99.59758551307847,194.23546111934706,100,14.91,14.762376237623762,Observed local supply
Stationery,SP,963,957,4.433646812957158,6.687565308254964,64.0,3.9460020768431985,38.0,963,41.0,8.571844748759663,102521.57,14857.93,87663.64,130,16.94879427776442,99.37694704049844,180.11436763502724,104,9.259615384615385,9.17142857142857,Observed local supply
Perfumery,SP,1333,1332,4.301801801801802,11.036036036036036,147.0,5.476369092273068,73.0,1333,107.0,8.842283947723041,180518.54,18092.84,162425.7,141,11.139148546073681,99.92498124531133,251.58357514315148,113,11.79646017699115,11.692982456140351,Observed local supply
Garden Tools,SP,1242,1233,4.332522303325223,7.86699107866991,97.0,3.059581320450886,38.0,1242,69.0,9.524842231019264,174636.71,26490.13,148146.58,168,17.881027020671016,99.27536231884058,318.70986632085027,131,9.48091603053435,9.409090909090908,Observed local supply
Bed Bath Table,SP,4347,4311,4.134539549988402,12.874043145441894,555.0,4.071773636991028,177.0,4347,403.0,9.342175790136237,549061.89,76823.82,472238.07,157,16.26802769204948,99.17184265010351,242.37843355689876,134,32.440298507462686,32.2,Observed local supply
Toys,SP,1577,1562,4.286811779769526,9.98719590268886,156.0,4.314720812182741,68.0,1576,128.0,8.236723883424986,204954.96,24867.41,180087.55,185,13.808511471226078,99.04882688649334,207.36239613728884,152,10.375,10.30718954248366,Observed local supply
Unknown,SP,562,561,4.010695187165775,17.46880570409982,98.0,6.049822064056939,34.0,562,84.0,8.8885311840978,71153.6,8272.51,62881.09,166,13.155799303097323,99.8220640569395,212.45223438310933,152,3.6973684210526314,3.673202614379085,Observed local supply
Baby,SP,1143,1134,4.258377425044092,10.052910052910052,114.0,5.774278215223097,66.0,1143,82.0,8.64460834467451,171019.77,20016.44,151003.33,175,13.255628203695904,99.21259842519684,247.5177576889408,155,7.374193548387097,7.326923076923077,Observed local supply
Computers Accessories,SP,2616,2609,4.125335377539287,13.376772709850519,349.0,4.282982791586997,112.0,2615,268.0,9.872626336661709,386280.65,45235.69,341044.96,208,13.263849434983587,99.73241590214067,392.3889877792567,157,16.662420382165607,16.556962025316455,Observed local supply
Cool Stuff,SP,1289,1282,4.310452418096724,8.970358814352576,115.0,4.034134988363072,52.0,1289,85.0,8.194378474915956,230529.36000000002,21926.47,208602.89,181,10.511105574807713,99.45694336695112,236.69622220989262,164,7.859756097560975,7.8121212121212125,Observed local supply
Furniture Decor,SP,2665,2648,4.158232628398792,12.613293051359516,334.0,4.6529080675422145,124.0,2665,249.0,9.356448010040998,333294.12,55367.86,277926.26,261,19.921780691036535,99.36210131332082,226.06524702670146,216,12.337962962962964,12.28110599078341,Observed local supply
Auto,SP,1585,1580,4.261392405063291,11.139240506329113,176.0,5.42929292929293,86.0,1584,123.0,8.131443602693603,235240.66,25892.22,209348.44,249,12.36800236008446,99.6845425867508,208.68430020753203,228,6.951754385964913,6.921397379912664,Observed local supply
Housewares,SP,2720,2703,4.2745098039215685,10.17388087310396,275.0,4.080882352941177,111.0,2720,201.0,8.068140029275598,323396.31,53739.71,269656.6,356,19.92894295930454,99.375,217.4940558757978,277,9.819494584837544,9.784172661870503,Observed local supply
Sports Leisure,SP,3216,3198,4.316760475297061,9.099437148217635,291.0,4.353233830845771,140.0,3216,213.0,8.699932959623181,428212.45,53167.58,375044.87,345,14.176325088782043,99.44029850746269,264.0244402390601,280,11.485714285714286,11.444839857651246,Observed local supply
Health Beauty,SP,3715,3696,4.324134199134199,9.280303030303031,343.0,5.410497981157469,201.0,3715,263.0,8.209429748641643,510255.38,56338.9,453916.48,369,12.411732660598709,99.4885598923284,294.52320290756126,298,12.466442953020135,12.424749163879598,Observed local supply
